id,numcrawled,avgCrawlingTime,avgPageSize
27775,2,0.332193,15.5515
27587,15,1.10361,63.0633
21511,242,1.87762,64.4808
27535,25,0.908066,20.6194
27878,0,0,0
27904,0,0,0
27766,12,0.980542,44.1871
27469,28,1.1444,63.7379
27922,5,0.390129,13.4894
27820,28,0.414906,43.4163
27532,49,0.648305,35.3796
27958,2,1.83948,2.1995
27991,7,0.564886,15.76
27977,6,1.11209,20.9577
27963,12,0.645014,16.5627
28049,9,0.357606,11.4547
24664,447,0.526736,16.6689
28101,5,0.786068,38.7788
26247,57,2.52989,394.697
27551,57,0.809282,35.4149
27005,54,1.64652,46.5736
28175,6,0.794329,91.536
28238,0,0,0
27582,61,0.788898,59.5868
28256,4,0.847066,11.225
28261,15,0.348617,7.9448
28130,53,0.478552,26.6812
27909,32,1.35486,180.06
28129,37,0.758691,48.2928
28267,9,1.93273,39.69
28300,23,0.704096,37.271
28108,32,1.19824,87.9885
28497,24,0.446912,18.6832
28215,4,9.34869,13.6263
28532,17,1.00366,68.6471
28394,25,1.26718,18.6604
28398,37,0.995849,142.983
28811,0,0,0
28535,83,0.348762,18.9916
28669,29,0.606558,18.7639
27995,88,0.865768,15.242
28848,11,0.721609,64.195
28864,19,0.58782,18.9976
28976,0,0,0
28788,17,1.5732,73.6154
28899,24,0.710913,17.7967
25577,90,3.0787,241.903
29095,0,0,0
28670,47,0.998574,83.363
28212,41,2.15941,142.648
29120,13,1.03403,8.27392
28602,28,2.51849,11.2608
29250,4,0.402969,9.80375
27723,49,2.9615,399.05
29105,28,0.959878,42.9962
29342,0,0,0
29305,14,0.933165,6.99529
29101,11,3.36207,57.5562
29367,18,0.463437,15.5246
29474,0,0,0
29468,8,0.8317,35.149
28060,48,3.19706,1674.95
29007,48,1.44663,36.6352
28506,86,1.40972,91.7546
29699,0,0,0
29678,18,0.354844,27.7372
29520,56,0.386646,35.7741
29782,0,0,0
29802,0,0,0
29820,0,0,0
29747,9,1.02804,47.1979
29787,5,1.94813,7.387
29449,60,0.715969,20.9297
29168,34,2.20991,19.2227
29730,27,1.12957,63.4824
25402,118,3.29421,158.722
29383,35,1.89279,8.45226
29182,49,1.89936,18.6143
30036,0,0,0
29100,95,1.10785,200.925
30082,0,0,0
29939,34,0.683364,19.1609
30078,0,0,0
29860,50,0.813043,1.86728
30130,21,0.609297,39.523
30067,11,2.17033,15.7993
30041,33,0.824348,31.4062
30038,13,2.27057,29.3467
30340,3,0.64864,7.47867
30153,36,0.59801,35.4095
30411,0,0,0
30311,18,0.469207,32.6782
30367,46,0.588582,20.832
28643,108,1.98432,60.364
30021,25,2.62791,65.3907
29307,45,3.19174,50.6671
30259,31,1.55192,23.2946
30283,43,1.05297,146.446
30436,48,0.673698,29.7728
30459,66,0.565031,31.0901
30199,51,1.19193,46.084
30749,4,4.02993,17.287
30529,37,0.916742,37.1343
30846,2,4.9115,1528.96
30932,3,2.05721,136.833
31029,0,0,0
30883,21,0.538634,19.2027
30951,22,0.307823,15.3236
31013,6,0.361962,14.4248
31002,8,1.29414,175.549
28908,99,2.2304,346.537
30819,8,3.49258,102.648
31073,6,1.77604,14.4248
31027,31,0.471245,23.6659
31112,6,1.49143,11.323
29089,83,2.60795,56.322
31166,28,0.597498,38.7114
31408,0,0,0
31442,0,0,0
30869,47,0.96389,44.9947
31187,26,0.860137,49.7745
31160,32,0.814152,40.225
30759,129,0.454505,13.0254
31346,34,0.409977,21.658
31305,6,2.85994,85.5913
31098,40,0.869573,25.4981
31496,32,0.416285,22.2543
31547,22,0.512903,26.0055
31580,25,0.492634,30.1458
31476,26,0.807891,25.7892
31623,32,0.425059,33.0357
31764,15,0.329663,7.52547
31659,13,1.15744,18.6118
31567,35,0.618698,30.2954
31901,0,0,0
31530,30,0.840915,27.6455
31918,0,0,0
31080,66,1.04021,44.1193
31870,24,0.617935,29.921
31631,32,0.998691,37.8898
32114,0,0,0
29764,46,4.30631,164.081
31931,26,0.503167,28.1664
31837,37,0.601573,31.7367
31925,35,0.469966,29.8796
32160,7,0.494657,8.79571
32107,24,0.49478,43.4621
31275,29,2.38662,63.0996
31301,46,1.49322,74.1185
32185,14,0.730963,107.354
32184,20,0.546223,29.656
30065,137,1.32197,33.8033
31768,48,0.943008,43.6659
32189,26,0.710611,31.3169
32201,25,0.76956,38.2614
32407,23,0.586559,31.7071
32379,20,0.83642,17.0158
31937,54,0.822142,11.2941
32675,4,0.408791,19.1245
32537,18,0.641171,29.5626
32548,25,0.544695,29.2386
32450,40,0.565208,35.2496
32494,25,0.762335,32.1685
32216,63,0.585825,166.283
32906,0,0,0
32911,0,0,0
32380,33,1.06423,39.0104
32688,20,0.788364,10.4718
32962,0,0,0
32817,20,0.551046,39.7886
32449,19,1.94226,56.9819
32658,11,2.19369,35.212
33026,0,0,0
31902,23,3.30485,30.1612
33103,0,0,0
32972,13,0.796911,36.4844
32806,40,0.571235,39.2322
32708,43,0.676089,40.9158
33039,17,0.570451,33.4596
33253,0,0,0
33272,0,0,0
32990,33,0.551702,27.1489
32882,36,0.744406,41.8203
33001,30,0.638199,39.0485
32192,127,0.551574,173.829
33176,29,0.570884,26.5276
33372,12,0.5728,44.6808
33383,18,0.492688,31.7382
33088,40,0.692859,28.0728
33389,30,0.453462,26.7803
33730,0,0,0
33500,30,0.456786,26.9789
33399,32,0.620771,30.9952
33199,49,0.689869,44.7341
33591,25,0.433158,27.3766
33294,34,0.876161,92.7356
29914,120,2.35396,21.2447
33818,0,0,0
33568,24,0.559861,38.6094
33385,42,0.617531,38.0703
33837,0,0,0
33840,0,0,0
33866,0,0,0
33867,0,0,0
33379,46,0.630914,25.9575
33884,0,0,0
32126,168,0.637313,93.7077
33894,0,0,0
33847,9,0.673702,22.8448
33885,9,0.616181,93.5124
33999,0,0,0
33590,46,0.536078,21.4837
33828,29,0.471352,32.8839
33826,25,0.589117,38.0756
33100,49,1.16855,30.1137
33892,30,0.521888,29.847
33928,25,0.627895,26.0654
32857,25,3.2517,30.2971
34203,10,0.509113,33.2798
34308,0,0,0
33855,32,1.07843,37.4785
34080,34,0.691282,33.8343
34134,45,0.496977,23.7937
34112,40,0.638586,34.6097
34063,51,0.58542,37.9688
33943,103,0.395502,41.7348
34553,22,0.356553,3.92418
34702,0,0,0
33959,88,0.501417,24.8329
34762,0,0,0
34377,32,0.68538,49.4147
34635,27,0.381413,26.8753
33188,31,3.15441,33.7037
34284,45,0.798738,12.3847
34370,48,0.710144,29.3331
34051,46,1.14577,12.6057
34868,18,0.355275,52.8277
35009,0,0,0
27894,62,8.85594,77.7103
34146,23,2.17398,19.1227
35045,0,0,0
35025,4,0.455816,15.3202
34827,34,0.522328,29.8614
22516,100,9.29989,20.1743
35232,0,0,0
35241,0,0,0
34140,27,2.28144,22.6737
34837,34,0.704879,55.7108
34922,29,0.672478,34.2343
35304,0,0,0
35110,28,0.390857,30.2759
35058,28,0.600518,30.1846
34108,34,2.1163,31.1532
34599,45,0.979807,34.4059
34533,70,0.69874,29.117
35088,32,0.630135,26.403
34752,41,0.959768,48.9542
35593,10,0.289688,10.5424
34771,111,0.406703,65.1624
35801,0,0,0
34641,48,1.12031,50.167
35442,31,0.436779,25.7782
35465,23,0.56111,27.7807
35398,32,0.515279,34.2883
35842,3,0.831445,7.44
35079,98,0.356218,53.1388
35570,29,0.523038,28.0377
35109,30,1.19146,26.8695
35293,44,0.613621,37.5648
35363,31,0.766087,25.2952
35389,38,0.59707,28.3391
36025,0,0,0
36046,0,0,0
36062,0,0,0
35890,9,0.938832,32.0049
36108,0,0,0
34939,102,0.503867,57.5899
36031,17,0.25591,21.8266
35920,19,0.55919,40.151
36174,0,0,0
35558,50,0.527141,44.9808
36208,0,0,0
36222,3,0.175043,12.7377
35640,35,0.717878,37.0648
36206,9,0.295528,11.1023
36294,1,0.238994,5.897
35492,28,1.22819,43.6431
36354,0,0,0
36219,13,0.466917,41.2792
35881,35,0.629192,38.6097
36080,23,0.583278,28.1158
36313,6,0.554745,4.673
36286,7,0.727331,82.578
36142,43,0.294082,19.5272
36118,18,0.806576,40.0602
35853,53,0.503638,30.027
36397,5,0.48737,3.3226
36450,0,0,0
36451,0,0,0
36458,0,0,0
36412,8,0.409718,6.41512
36478,0,0,0
36470,2,0.439295,1.6135
36485,0,0,0
35965,37,0.709917,34.1372
36515,5,0.318198,8.652
36362,37,0.397527,25.287
36479,13,0.740878,10.515
36637,1,1.47259,43.31
36489,8,1.21323,28.3921
36455,20,0.625157,22.4809
36704,0,0,0
36705,0,0,0
36750,0,0,0
36772,0,0,0
36502,33,0.505571,68.7522
36815,1,2.00774,9.445
36836,2,0.61341,13.176
36817,3,0.858447,10.9423
36831,6,0.559229,31.2177
36039,74,0.631585,52.1667
35903,119,0.453249,38.5416
36572,11,2.02024,8.71982
36991,0,0,0
36110,45,1.12154,48.8605
37053,0,0,0
36976,26,0.299992,43.2237
36898,23,0.533628,33.386
36395,40,1.13424,148.653
36994,4,2.98391,51.7623
37133,13,0.543227,13.0559
37115,4,1.96767,7.77575
37112,18,0.447111,21.4957
36758,50,0.564114,170.193
36644,21,1.72128,17.6072
37295,2,0.29004,18.2985
37317,0,0,0
37330,0,0,0
36526,34,1.41207,14.2742
37280,4,1.38996,35.3835
36942,41,0.614527,39.5036
37305,12,0.328918,9.2685
37196,17,0.722425,27.9262
37392,0,0,0
37365,4,0.319103,5.4525
37411,0,0,0
37437,2,0.315921,23.927
37477,0,0,0
37293,23,0.505322,16.8452
37510,0,0,0
37531,0,0,0
37556,18,0.141379,26.7509
37508,8,0.725608,10.0105
37664,3,0.432923,13.2653
36491,65,1.05742,30.9569
37630,7,0.731699,8.91757
37407,25,0.796309,80.0341
37677,12,0.532822,18.5258
37806,1,0.237699,16.861
37762,6,0.534546,21.8598
37507,21,0.764568,92.5835
37848,0,0,0
37284,62,0.495844,28.8683
37862,0,0,0
37865,0,0,0
37871,0,0,0
37877,0,0,0
24797,17,53.5622,37.5641
37949,0,0,0
37893,12,0.400555,28.9746
37916,5,1.28748,18.7968
37456,22,1.68449,504.187
37881,55,0.310355,25.7155
37817,17,1.37022,173.369
36708,240,0.356441,7.91623
37953,11,1.57393,19.7265
38073,6,2.13552,9.955
38036,20,0.743888,13.21
37954,29,0.705386,64.2402
38108,21,0.625496,14.6909
38435,0,0,0
38039,25,0.92579,24.9977
38546,0,0,0
37430,165,0.3675,12.1103
38392,18,0.577975,28.1336
38617,0,0,0
37408,25,2.69923,181.554
38376,36,0.43948,27.9271
38746,0,0,0
38676,3,1.27421,16.1433
38790,0,0,0
28292,287,2.47939,63.7142
38823,0,0,0
38431,30,0.616469,34.0271
38520,46,0.331367,58.5461
38869,0,0,0
38877,0,0,0
38661,14,0.791152,138.707
38896,0,0,0
38901,1,0.681594,125.17
38916,0,0,0
38367,39,0.716256,35.3242
38837,3,2.02567,29.7527
38250,51,0.693338,33.9919
38251,100,0.366522,60.7093
38935,1,1.5505,64.979
38955,0,0,0
38961,1,0.281792,19.361
38967,0,0,0
38293,55,0.696166,39.1096
38958,3,1.05331,42.0453
38855,8,1.31576,19.393
39073,0,0,0
38673,46,0.532091,24.2871
38979,16,0.433992,38.752
36414,160,0.941627,201.608
39106,3,0.430534,10.4497
39131,2,1.27621,298.002
39114,8,0.810639,19.9898
38941,30,0.799111,28.6553
38952,43,0.535081,45.3574
38991,31,0.65109,29.4098
36622,69,2.21849,35.6066
39429,6,0.297285,6.58367
39060,40,0.648666,34.0928
39171,29,0.624572,25.409
39007,74,0.421781,22.0318
39202,32,0.592038,27.2729
39607,0,0,0
39173,27,0.799618,30.7663
39283,30,0.529969,34.7157
39193,28,0.772709,31.1404
37453,59,2.00374,124.261
39370,39,0.370558,24.6593
38976,30,1.29448,26.8249
39664,6,0.537147,76.0927
38978,35,1.18421,55.817
39662,11,0.372664,4.90973
39667,9,0.450998,26.5942
39573,23,0.429798,108.743
39635,13,0.548684,31.6015
39771,0,0,0
39773,8,0.268098,143.071
39078,34,1.21897,29.455
39818,7,0.368847,21.5169
39931,0,0,0
39379,15,1.94773,6.25253
39904,26,0.168209,44.5206
39747,22,0.657572,27.826
39790,26,0.469358,27.8892
40062,0,0,0
40012,5,0.661813,60.438
39669,26,0.801846,75.2737
39668,35,0.654863,34.1403
36907,84,2.09265,84.3597
40108,14,0.33479,23.8742
39767,37,0.581015,47.6459
39865,27,0.604903,39.4243
40109,7,0.741731,13.7904
40217,0,0,0
40152,6,0.61011,10.1608
40105,6,1.08835,21.7577
39950,24,0.652417,30.7352
39860,32,0.613684,60.2792
40270,1,1.49943,465.672
39349,27,1.8634,37.4731
40322,0,0,0
40083,27,0.628255,31.0914
40265,8,0.912096,204.318
40115,27,0.634246,31.2955
40261,9,1.0636,43.6
40255,26,0.441377,43.7425
40328,11,0.693997,194.551
39643,54,0.836853,21.4053
40525,5,0.17092,8.246
40407,6,1.26987,11.2032
40259,19,0.869731,119.456
40309,13,1.08616,224.334
40493,14,0.447381,24.2457
40605,0,0,0
40611,0,0,0
40520,7,0.918614,30.2861
39769,39,1.213,67.2154
38464,53,2.25382,18.4842
40658,0,0,0
39674,54,1.04068,77.0701
40690,0,0,0
40685,2,0.245053,1.3995
40279,42,0.617713,57.554
40608,11,0.730716,40.4425
40737,0,0,0
40708,6,0.557972,15.9235
40470,23,0.908515,23.7338
40753,3,0.37063,80.3747
40747,4,0.443056,58.9165
40782,0,0,0
40688,6,1.30413,21.9872
40451,24,1.01477,24.3283
40746,14,0.39438,61.5022
40816,8,0.165691,13.3853
40793,6,0.48374,7.78417
40631,3,1.91123,161.316
40781,9,0.627581,25.9741
40719,15,0.697863,27.5904
40874,19,0.176413,63.3189
40864,24,0.362956,24.0075
40850,16,0.653432,107.245
40935,6,1.2392,25.8983
37314,164,1.26906,105.957
41108,4,0.152652,33.0343
40885,62,0.182231,152.103
41148,0,0,0
40802,48,0.359713,22.6828
41180,0,0,0
41169,0,0,0
40370,53,0.895486,56.6906
41170,6,0.729561,5.87083
41234,2,1.22225,6.798
41195,4,1.35475,12.5775
41176,17,0.535113,81.2242
41257,5,1.08843,63.342
41364,0,0,0
41204,7,1.9751,96.6166
40783,18,2.33848,105.581
41268,24,0.896101,33.8287
41410,8,1.58582,24.589
40921,22,1.88521,85.6528
40482,44,1.62389,81.9062
41379,29,0.622246,27.3147
41714,2,0.326091,2.863
41322,32,0.741193,40.5279
41680,8,0.368842,25.0901
40583,29,2.46169,33.2977
41482,29,0.614585,29.8836
41231,49,0.704068,17.9719
40914,66,0.7828,13.4877
41580,20,0.667333,50.3394
40132,48,2.07703,49.5532
41856,1,0.329582,3.689
41865,0,0,0
41932,0,0,0
41743,8,1.37524,53.6961
41773,22,0.404497,27.3491
41345,49,0.801103,134.357
41765,33,0.492293,25.2894
41803,22,0.666682,125.129
41874,4,2.73841,22.522
41983,9,0.754648,82.8424
42104,0,0,0
41928,27,0.500114,36.095
42109,2,1.58574,11.198
42229,0,0,0
42086,26,0.375795,21.0483
42287,2,0.408354,1.8945
42002,24,0.673404,35.3856
42341,0,0,0
42078,35,0.414259,20.6658
42368,0,0,0
42370,0,0,0
42397,0,0,0
42009,44,0.502254,24.6638
41758,25,1.48078,98.2054
40776,67,1.38827,259.682
42138,21,0.854862,146.611
41014,121,0.690078,13.9069
40878,36,2.47468,204.191
42465,1,0.535497,22.571
42417,11,0.607984,37.4055
42466,8,0.475268,7.23988
42344,22,0.573454,15.9453
41897,47,0.854751,78.7958
42579,0,0,0
41923,22,1.90666,39.8865
42281,36,0.955259,30.187
42495,22,0.951573,24.2707
42815,5,0.347476,8.199
42631,16,0.90727,209.97
42887,7,0.569543,15.635
40240,288,0.585959,90.3581
43000,0,0,0
41886,49,1.49988,43.1953
42499,27,1.43177,11.1091
43037,0,0,0
43056,0,0,0
43057,0,0,0
43030,8,0.393698,29.8965
42490,29,1.56876,23.3749
42469,26,1.83726,107.339
42559,15,2.72941,50.8653
43107,3,0.333206,16.0107
43084,1,2.4723,83.057
43131,0,0,0
40851,146,0.957044,229.742
43144,0,0,0
42666,51,0.690614,32.8434
43123,11,0.294399,14.2938
43161,10,0.617246,89.2752
42855,44,0.677484,58.2335
43193,10,1.31244,14.0219
42373,160,0.461413,75.4831
43344,13,0.824662,49.3663
43204,95,0.184363,317.944
43566,11,0.239591,19.4511
43605,3,0.569305,2.31133
43395,30,0.434131,84.6904
43258,32,0.880249,27.4715
43727,1,1.6325,409.438
43254,38,0.769768,36.2094
43426,8,2.86137,14.2455
43058,251,0.175666,284.394
35561,16,29.278,48.2897
43838,10,0.871333,34.876
43233,34,1.29112,16.6606
43819,34,0.34698,75.8847
43919,49,0.652322,44.0345
43693,51,1.06482,560.519
43984,56,0.583468,31.4563
43387,19,3.92269,80.1122
44003,14,2.37751,8.65879
43855,44,1.10187,20.836
42565,38,3.60147,413.776
43590,50,1.45328,82.0031
44474,5,0.429416,18.2164
43657,48,1.44945,56.9197
44436,26,0.417246,41.2594
44571,0,0,0
44578,5,0.391852,17.5786
43749,38,2.16706,81.7756
44489,14,2.19809,23.8491
42799,33,4.84974,54.2801
44671,15,1.33891,54.3031
42526,95,1.89846,87.268
44733,14,0.986238,44.3991
44347,63,0.874029,41.456
44875,6,0.366041,19.9532
44427,27,2.3667,55.3061
44498,20,2.94268,40.8471
44549,38,1.52734,33.3606
44643,50,1.00256,46.4862
44588,28,2.07475,116.656
43179,87,1.95479,379.567
44939,4,8.00318,529.911
45202,27,0.137325,12.0271
45104,32,0.466441,25.8895
45315,0,0,0
44034,30,4.28267,50.1997
45337,6,0.505269,3.2105
45075,16,1.72599,8.96619
45385,9,0.625903,15.042
45481,0,0,0
45495,0,0,0
45019,51,1.01086,545.06
45580,1,0.348499,28.1
45485,29,0.788919,92.7847
45726,0,0,0
45001,105,0.713143,165.782
45641,3,4.01885,31.012
45697,13,0.390338,9.80146
45357,26,1.76344,23.8465
45782,2,0.575024,45.715
45033,51,1.88235,559.607
43877,103,2.08861,371.778
44856,68,1.77203,86.6278
45843,9,1.70941,419.432
46078,0,0,0
45775,22,1.34673,30.7857
45528,38,1.5526,85.1847
43977,246,0.874109,134.43
45814,42,0.663611,30.1545
46113,0,0,0
46114,0,0,0
46115,0,0,0
45800,23,1.31747,63.1176
45388,53,1.57111,35.8138
46182,12,1.16194,13.059
45578,28,2.92384,63.5313
46202,36,0.469225,24.2643
46142,35,0.73103,39.2734
44908,103,1.51721,61.2033
44910,36,4.4324,72.5524
46148,45,0.682958,30.3997
46560,0,0,0
46169,50,0.634977,30.2364
46540,10,0.947761,25.5645
46221,22,1.47078,62.1677
46746,2,0.374792,8.2085
46809,2,0.567602,20.7415
46344,49,0.709841,28.285
46147,64,0.848317,82.3792
46886,1,0.325545,20.509
46462,43,0.767033,18.2394
46661,47,0.510878,24.1761
46900,23,0.50817,59.0458
46554,26,1.46464,54.7365
47002,4,1.34162,66.679
47074,0,0,0
46129,79,0.978926,37.0701
46507,28,2.37063,83.1583
47150,14,1.03547,40.602
46592,97,0.632399,25.7898
47065,9,2.90725,42.5994
47138,11,1.84092,50.8517
47369,0,0,0
46736,20,3.47648,349.268
46918,26,2.30322,129.099
47452,12,1.61222,40.3328
46672,67,1.32582,34.131
47326,86,0.417169,13.8768
46165,47,2.80951,77.0769
47352,32,1.14515,60.645
47810,0,0,0
47620,21,0.820969,80.7566
47831,0,0,0
47069,123,0.626393,17.3844
47893,1,1.75524,248.615
47848,10,0.731934,205.837
47932,0,0,0
45821,218,0.86438,59.5553
47931,7,1.04212,7.041
47807,12,1.73547,44.9413
46975,40,2.50127,11.3293
47746,19,1.51075,69.3507
44593,93,3.57226,9.47432
48038,2,0.388338,78.3965
47940,11,1.30397,93.8025
47381,31,2.11579,46.9005
48049,13,1.27436,53.2804
48062,32,0.611694,16.1602
48201,1,0.360859,3.713
48016,22,1.33369,55.1056
48078,6,3.5334,25.469
46939,20,6.9123,34.733
47161,33,3.54678,70.8038
48302,0,0,0
48130,12,1.69487,46.386
48247,6,1.05435,67.5037
48338,0,0,0
48346,0,0,0
48365,0,0,0
48366,0,0,0
48392,0,0,0
48418,0,0,0
48128,10,3.71244,13.7207
48037,10,5.34576,12.2999
48599,16,0.496815,17.1017
47964,39,1.89984,107.181
48460,68,0.339563,24.3882
48807,11,0.441545,12.8805
48607,11,1.44131,20.0049
48290,60,0.660474,22.8201
48334,94,0.403731,14.9623
48057,35,2.17694,197.685
48950,0,0,0
48308,22,1.99366,14.8326
48189,163,0.350681,103.486
48948,4,0.801351,477.567
48962,11,0.322179,13.7743
48803,24,0.762107,10.7909
49029,0,0,0
47437,40,3.63376,64.142
49041,0,0,0
48992,15,0.514168,2.20433
49089,0,0,0
49047,6,0.598096,11.5582
49053,7,0.585442,43.6487
49167,0,0,0
49118,8,0.739536,10.7012
49202,2,0.259784,6.5025
48688,53,0.71155,50.7628
49048,22,0.504224,40.0636
49079,18,0.57215,13.5624
48283,24,2.915,10.7909
49067,21,0.559974,29.5691
48895,18,1.69826,103.923
49252,0,0,0
49276,0,0,0
49280,0,0,0
49308,0,0,0
49269,2,1.54444,27.737
49324,2,0.268517,59.089
49080,58,0.364622,14.5605
47634,37,4.15713,66.8757
49339,3,0.942268,20.0573
49350,0,0,0
48968,38,0.942513,32.7228
49332,5,1.23292,44.144
49268,9,1.25479,36.3229
49255,0,0,0
49267,26,0.559269,11.245
49414,1,2.92817,28.374
49399,9,0.728394,73.7673
48098,68,1.70827,44.0019
49454,0,0,0
49462,0,0,0
49483,0,0,0
49466,4,0.631948,4.532
49470,6,0.815553,183.49
49502,1,0.256739,11.131
49538,0,0,0
49512,4,2.04352,46.4185
49561,0,0,0
49465,11,1.67962,53.2873
49579,1,0.298985,34.181
49580,1,0.737419,54.47
49600,0,0,0
49608,0,0,0
49594,9,0.386989,4.82222
47814,81,2.22509,61.9086
49657,12,0.55365,22.0892
49437,20,1.865,83.5586
49686,3,1.62018,6.08933
49763,1,0.24125,11.886
49567,1,21.9368,0.247
49719,13,0.378491,10.4956
49766,6,0.257821,6.03017
49809,0,0,0
49820,0,0,0
49818,0,0,0
49814,1,0.564822,14.486
49758,8,0.60241,23.4908
49552,42,0.655234,79.4442
49631,26,0.743892,37.462
49837,3,0.342747,179.981
49852,1,0.256572,27.043
49524,15,2.5686,40.5419
49832,5,1.36923,3.6044
49873,3,0.278759,9.42667
49897,0,0,0
49377,25,2.68211,108.878
49899,4,1.1271,5.45175
49882,9,0.811869,32.9154
49951,1,0.848978,5.222
49983,0,0,0
49880,16,0.832673,21.8561
49992,2,0.789821,36.4565
49710,19,1.59678,104.848
50032,0,0,0
50041,0,0,0
50066,0,0,0
50046,13,0.3429,14.7488
49934,21,0.772878,32.3989
50012,3,2.72242,42.824
50053,23,0.393999,72.6973
50140,3,0.800281,5.54867
50185,0,0,0
50000,24,0.817593,20.9869
50109,5,2.65009,9.123
50047,1,18.3513,0.227
42683,116,5.91187,20.9873
50025,13,1.88012,45.5942
50300,3,0.348659,42.824
50319,0,0,0
50325,2,0.999596,23.6795
50189,18,0.924315,71.2325
50494,0,0,0
50167,28,1.10207,56.6371
49836,65,0.996756,49.8734
49450,140,0.792027,77.7788
50346,10,1.65361,78.2338
50255,35,0.660126,77.4175
50567,0,0,0
44937,128,4.15663,137.377
50587,0,0,0
50554,3,3.53522,161.596
50620,0,0,0
26007,299,6.16173,1461.51
50577,22,0.888124,60.8853
50221,60,0.884724,86.3164
50584,8,2.76841,59.0119
50772,0,0,0
50239,59,1.0771,133.284
50855,2,0.339358,11.611
50740,7,2.25211,32.4729
50864,2,0.421143,5.8245
50897,21,0.254312,34.5221
51034,0,0,0
50771,52,0.651954,107.098
50895,26,0.691872,16.8536
51079,6,0.572456,93.2642
50636,23,2.63587,121.661
51206,0,0,0
51133,2,2.20413,8.0385
51255,16,0.346562,9.125
51229,7,1.71537,73.2387
51107,7,5.0737,73.2387
49656,44,4.30705,74.1976
50157,29,4.95181,57.0368
51350,0,0,0
51357,5,0.365867,16.9796
51385,0,0,0
50733,30,3.08694,148.329
51453,5,1.53254,4.649
51504,14,0.394634,23.8742
51413,36,0.764837,32.4215
51670,38,0.443214,13.9608
50764,50,2.49212,131.948
51778,11,1.16092,9.95545
51936,0,0,0
51953,0,0,0
51410,51,0.861273,32.0993
51347,82,0.71312,279.57
50692,132,1.1108,162.464
51977,22,0.316415,44.806
51911,7,2.46526,36.5239
50572,23,6.83661,82.4913
52062,0,0,0
51170,27,3.5694,122.482
49189,145,2.17102,61.5989
52097,3,0.985318,8.71367
52060,33,0.382277,5.58433
52059,30,0.522032,33.1774
51955,11,3.10846,17.5881
50586,153,1.24185,173.276
52195,6,2.65677,18.1362
52126,10,2.76394,18.3799
52296,24,0.441425,30.3925
52323,14,1.07348,19.1124
52233,27,0.927978,12.2421
52580,0,0,0
52448,14,0.689413,101.621
52298,50,0.486858,32.612
52639,5,0.904765,90.453
52330,48,0.671079,23.1758
51181,32,4.86194,130.539
51346,222,0.592187,10.8096
52232,60,0.869449,19.8771
49307,94,3.99158,60.6909
52602,17,1.7201,62.5492
52198,54,1.14468,36.8809
52807,11,1.25298,71.0844
52878,5,2.63303,20.67
52864,54,0.276559,17.5576
52260,48,1.61766,146.819
53104,0,0,0
52877,30,0.69319,21.2849
52165,31,2.9742,33.9736
52424,62,1.10157,27.4152
53223,0,0,0
52746,13,3.67691,14.7622
52896,24,1.32278,31.6355
52866,76,0.480972,389.878
53375,3,0.366415,31.5197
53170,20,0.763,32.4113
53185,20,0.826595,43.1351
53141,40,0.550208,24.3712
52685,77,1.01707,86.6081
53143,83,0.363754,41.6445
53479,15,1.08913,51.7427
53440,33,0.65317,20.4682
53197,44,0.880795,41.201
53481,13,1.82694,13.538
53617,8,1.97352,24.9236
53720,0,0,0
53728,0,0,0
53746,0,0,0
53733,1,3.27588,81.261
53784,0,0,0
53831,0,0,0
53801,5,1.2496,46.6554
53739,19,0.860749,83.9875
53872,0,0,0
50389,98,3.71652,344.839
53946,0,0,0
53698,79,0.511887,121.019
53502,37,1.81447,102.099
53814,20,1.42714,88.8924
53921,24,0.619419,31.7244
54090,4,0.148645,15.8875
54079,25,0.228173,29.0665
53485,54,1.82865,40.793
54137,27,1.06173,26.6752
54197,45,0.458964,36.0218
52890,36,4.41524,21.2934
54446,40,0.250403,24.2653
53918,29,2.21649,36.0021
54606,19,0.161851,23.7969
54672,0,0,0
54364,42,0.784004,37.2043
54123,39,1.51887,38.8095
53848,54,1.76554,38.0973
54432,55,0.582472,37.8809
54709,13,0.447024,12.8337
53976,40,1.99898,24.822
53683,22,5.50989,31.5965
54802,0,0,0
54677,12,1.71412,12.9284
54859,0,0,0
54791,24,0.652631,29.6832
54114,56,1.6417,38.0754
54983,4,0.145362,15.8875
55026,0,0,0
54724,22,1.87242,23.1927
54771,24,1.46576,31.7244
55054,10,0.287457,14.4646
55076,10,0.605048,13.3401
54754,26,1.77168,13.9562
54632,39,1.71689,29.5716
55169,2,3.11747,25.301
55227,0,0,0
55153,34,1.11457,29.0009
54937,40,1.80303,74.0339
49494,102,6.39856,108.304
54828,40,2.55925,35.4353
54930,38,2.35318,39.3713
55168,18,3.16597,43.1426
55544,2,1.67381,30.956
55134,39,1.90231,24.4162
55508,17,1.0778,52.0106
55448,15,2.09986,108.114
55675,0,0,0
53904,101,2.18649,26.6587
55752,0,0,0
54842,53,2.64148,37.4409
55757,9,0.599334,12.7391
55434,26,2.17896,41.6055
55802,2,1.49277,17.648
55845,0,0,0
55818,3,2.49581,36.834
55615,15,2.59344,53.3074
55892,0,0,0
55905,0,0,0
55927,0,0,0
55656,17,2.40877,47.2378
55250,118,0.874855,69.4583
55865,15,1.12919,77.1793
55861,8,2.30489,19.2226
55981,8,0.765529,6.81337
55960,17,1.23274,102.5
