id,time,size,level
282,0.141704,495.706000,1
283,0.135040,12.166000,1
284,0.504705,67.122000,1
285,2.248833,40.185000,0
286,0.802264,122.590000,1
287,0.172677,192.028000,1
288,0.134147,12.012000,1
289,0.571803,502.170000,1
290,0.221228,500.234000,1
291,0.542388,642.412000,1
292,0.131753,11.867000,1
293,0.286921,14.114000,1
294,0.562175,586.251000,1
295,0.530105,175.594000,1
296,0.627675,22.618000,1
297,0.147922,12.627000,1
298,0.200530,507.345000,1
299,0.215089,497.035000,1
300,0.574538,44.368000,1
301,0.464035,41.196000,1
302,0.208820,572.415000,1
303,0.270257,14.114000,1
304,0.128942,0.692000,1
305,0.160441,165.995000,1
306,0.183686,219.976000,1
307,0.371487,22.618000,1
308,0.203381,575.762000,1
309,0.138351,221.106000,1
310,0.592500,568.951000,1
311,4.563886,59.885000,1
312,0.215939,9.703000,1
314,0.220139,0.700000,1
313,0.533643,655.248000,1
315,0.181386,204.276000,1
317,1.640839,31.098000,0
316,0.531678,220.045000,1
318,0.169788,220.549000,1
319,0.135699,0.748000,1
320,0.441893,43.528000,1
321,0.516734,33.208000,1
322,0.258851,576.160000,1
323,1.033531,71.741000,1
324,0.806506,40.185000,0
325,1.490854,0.001000,1
326,0.229383,607.509000,1
328,0.332233,22.618000,1
327,0.291019,566.719000,1
329,0.948942,122.590000,1
330,0.238468,221.493000,1
331,0.154956,0.806000,1
332,0.162399,220.805000,1
333,0.313902,14.246000,1
335,0.184765,6.669000,1
334,0.140178,99.150000,1
336,0.130793,0.806000,1
338,0.144376,223.332000,1
337,0.235688,577.113000,1
339,0.201210,581.729000,1
340,0.200496,220.651000,1
341,0.317338,22.776000,1
342,0.422738,39.042000,1
343,0.273257,14.114000,1
344,0.171743,241.958000,1
345,0.206742,25.947000,1
346,0.165685,245.186000,1
347,0.183767,221.906000,1
348,0.350144,15.561000,1
349,0.519039,30.853000,1
350,0.140230,25.798000,1
351,0.163520,261.832000,1
352,0.181477,287.154000,1
353,0.570053,662.139000,1
354,0.179230,206.721000,1
355,0.518616,30.876000,1
356,0.190118,6.964000,1
357,0.327568,22.618000,1
358,0.138220,26.311000,1
359,0.329056,14.114000,1
360,0.165606,204.188000,1
361,0.931264,200.808000,1
362,0.175240,221.087000,1
363,0.460357,39.192000,1
364,0.142435,26.759000,1
365,0.717303,2.909000,1
366,0.188769,8.174000,1
367,0.163230,221.891000,1
368,0.878366,122.590000,1
369,0.305801,14.114000,1
370,0.314957,22.618000,1
371,0.167425,20.744000,1
372,0.197156,220.334000,1
373,0.167588,222.140000,1
374,0.516109,33.597000,1
375,0.151396,20.643000,1
376,0.920654,106.382000,1
377,0.586401,586.301000,1
378,0.576979,575.753000,1
379,0.419279,158.421000,1
380,0.209712,223.627000,1
381,0.164920,204.578000,1
382,0.770025,83.349000,1
383,0.136200,20.524000,1
384,0.480848,40.250000,1
385,0.323076,22.618000,1
386,0.350754,14.114000,1
387,0.185632,210.265000,1
388,0.173559,221.092000,1
389,0.219952,250.354000,1
390,0.154953,20.090000,1
391,0.288856,559.817000,1
392,0.146059,24.661000,1
393,0.177025,251.945000,1
394,0.205788,225.378000,1
395,0.325837,22.618000,1
396,0.458956,164.584000,1
397,0.515849,33.276000,1
398,0.321064,14.114000,1
399,0.411179,35.177000,1
400,1.712475,0.001000,1
401,0.165178,220.899000,1
402,0.511015,57.785000,1
403,0.186879,204.671000,1
404,1.017607,14.125000,1
405,0.733448,607.711000,1
406,0.164959,220.092000,1
407,1.013370,122.590000,1
408,0.321618,12.683000,1
409,0.385002,22.618000,1
410,0.228080,220.725000,1
411,0.171267,202.793000,1
412,0.444300,162.218000,1
413,0.399282,35.289000,1
414,0.229929,140.952000,1
415,0.775842,608.705000,1
416,0.520928,32.433000,1
417,0.753506,616.984000,1
418,0.193347,220.066000,1
419,0.166482,203.727000,1
420,5.145635,0.000000,1
421,0.519228,33.221000,1
422,0.305712,22.618000,1
423,0.200817,244.115000,1
424,0.356864,12.416000,1
425,0.545116,13.197000,1
426,0.175366,223.568000,1
427,0.210607,220.953000,1
428,0.335759,568.951000,1
430,0.446252,51.216000,1
429,0.315885,759.402000,1
431,0.170914,221.695000,1
432,0.296549,22.618000,1
433,0.187275,221.961000,1
434,0.517454,30.967000,1
435,0.364211,14.555000,1
436,1.099808,0.061000,0
437,0.166544,220.778000,1
439,0.527371,31.137000,1
438,0.251304,556.474000,1
440,0.432223,6.874000,1
441,0.200930,222.901000,1
442,0.638352,46.041000,1
443,0.171361,220.836000,1
444,0.324673,22.618000,1
445,0.268731,14.659000,1
446,0.432098,42.045000,1
447,0.184305,569.081000,1
448,0.671177,105.566000,1
449,0.199106,219.989000,1
450,1.150944,122.590000,1
451,0.159731,260.977000,1
452,0.168864,230.138000,1
453,0.685037,173.520000,1
454,1.099863,157.375000,1
455,0.546904,31.332000,1
456,0.316309,22.618000,1
457,0.222064,226.921000,1
458,0.164951,220.676000,1
459,0.464204,6.874000,1
460,0.522199,37.082000,1
462,0.420378,48.012000,1
461,0.332735,560.720000,1
463,0.168656,0.692000,1
464,0.403534,42.033000,1
465,0.432962,11.265000,1
466,2.574741,15.985000,1
467,0.252990,565.686000,1
468,0.165633,261.248000,1
469,0.201560,220.234000,1
470,0.131221,87.755000,1
471,0.329615,22.618000,1
472,0.150106,220.905000,1
473,0.289240,545.971000,1
475,0.131964,75.390000,1
474,0.320438,564.619000,1
476,0.263340,572.327000,1
477,0.218600,224.966000,1
478,0.303376,11.954000,1
479,0.153856,220.407000,1
480,4.037438,12.498000,1
481,0.131452,82.358000,1
482,0.572458,41.032000,1
483,0.446724,47.214000,1
484,0.547987,35.639000,1
485,0.301367,22.618000,1
486,0.599626,6.791000,1
487,0.206736,203.894000,1
488,0.159301,220.989000,1
489,0.137825,91.775000,1
490,0.313492,570.220000,1
491,2.300368,0.001000,1
492,0.333508,13.254000,1
493,0.167441,221.721000,1
495,1.166057,6.281000,0
494,0.196315,222.119000,1
496,1.134633,122.590000,1
497,0.318513,22.776000,1
498,0.155992,220.706000,1
499,0.434264,41.651000,1
500,0.204019,242.768000,1
501,0.419565,6.838000,1
502,0.705512,619.737000,1
503,0.525927,45.169000,1
505,0.160908,224.197000,1
504,0.713703,267.893000,1
506,0.398396,14.114000,1
507,0.649227,51.384000,1
508,0.203514,222.260000,1
509,1.339270,161.091000,1
510,0.326666,22.618000,1
511,0.170695,238.420000,1
512,0.199082,219.084000,1
513,0.413288,13.482000,1
514,0.479257,41.695000,1
515,0.155882,239.686000,1
516,0.803679,596.614000,1
517,0.380601,14.114000,1
518,0.289646,22.618000,1
519,0.166456,220.763000,1
520,0.158472,238.354000,1
521,0.558820,41.597000,1
522,0.542026,39.677000,1
523,0.176014,220.274000,1
524,0.153277,221.662000,1
525,0.307665,22.618000,1
526,0.426323,43.337000,1
527,0.648334,223.982000,1
528,0.804158,523.802000,1
529,0.161824,221.311000,1
530,0.829520,558.882000,1
531,0.444024,14.114000,1
532,0.219482,285.835000,1
533,0.163854,221.933000,1
534,1.223876,122.590000,1
535,0.502489,37.521000,1
536,0.329378,22.776000,1
537,0.300141,558.105000,1
538,0.273317,547.166000,1
539,0.537103,35.612000,1
540,0.172283,220.974000,1
541,0.406149,41.040000,1
542,0.854368,556.431000,1
543,0.144214,7.958000,1
544,0.453745,14.114000,1
545,0.185874,148.980000,1
546,0.164954,219.845000,1
547,0.612608,234.818000,1
548,0.325787,22.618000,1
549,0.179892,142.191000,1
550,1.934395,82.176000,1
551,0.185401,137.495000,1
552,0.175787,279.858000,1
553,0.489963,34.876000,1
554,0.408965,41.011000,1
555,0.132041,84.619000,1
556,2.398983,92.873000,0
557,0.299163,14.114000,1
558,0.490273,37.884000,1
559,0.166464,221.140000,1
560,0.336989,22.618000,1
561,2.134999,0.001000,1
562,0.624991,167.010000,1
563,0.184895,222.146000,1
564,0.160173,87.200000,1
565,2.016065,6.281000,0
566,0.565090,234.882000,1
567,0.358308,14.114000,1
568,0.413238,46.259000,1
569,0.621405,209.274000,1
570,0.158511,222.549000,1
571,0.311452,22.618000,1
572,1.027254,122.590000,1
573,0.147015,38.797000,1
574,0.162272,261.629000,1
575,1.913439,72.533000,1
576,0.760000,564.880000,1
577,0.391540,14.114000,1
578,0.188110,222.063000,1
579,0.371684,22.618000,1
580,0.158664,40.996000,1
581,0.488853,43.348000,1
582,1.451007,33.185000,0
583,0.182433,221.007000,1
584,0.773063,567.649000,1
585,0.362639,14.114000,1
586,0.170016,220.755000,1
587,0.343222,22.618000,1
588,0.394904,38.468000,1
589,0.185298,221.776000,1
590,1.332804,140.168000,1
592,1.362089,69.144000,1
591,0.321667,548.301000,1
593,1.095987,159.517000,1
594,0.310552,22.618000,1
595,0.182978,236.974000,1
596,0.389949,14.114000,1
597,0.985522,38.797000,1
598,1.117685,122.590000,1
599,0.157006,222.200000,1
600,1.434005,103.182000,1
601,0.294028,22.618000,1
602,1.838765,38.238000,1
603,0.169090,223.287000,1
604,1.003578,298.884000,1
605,0.605942,8.892000,1
606,0.468751,14.114000,1
607,0.165785,221.461000,1
608,0.363915,22.776000,1
609,0.163787,220.946000,1
610,2.125246,0.001000,1
611,0.160038,221.237000,1
612,0.373493,14.114000,1
613,0.842352,122.590000,1
614,0.677323,122.590000,1
615,0.178769,220.811000,1
616,0.430487,22.618000,1
617,1.224278,69.216000,1
618,0.636853,122.590000,1
619,0.161956,204.151000,1
620,1.014685,97.900000,1
621,0.376552,14.114000,1
622,1.235143,122.590000,1
623,0.167283,204.832000,1
624,2.324269,248.725000,0
625,0.166455,238.755000,1
626,0.692985,122.590000,1
627,5.358692,56.785000,1
628,1.857264,153.531000,1
629,0.158313,222.055000,1
630,0.465050,14.114000,1
631,0.780154,22.618000,1
632,0.822829,122.590000,1
633,0.159815,220.346000,1
634,0.348555,326.128000,1
635,0.842708,122.590000,1
636,0.152016,220.788000,1
637,2.912469,303.491000,1
638,0.167477,278.166000,1
639,0.362804,22.618000,1
640,2.184564,91.382000,0
641,0.471374,420.706000,1
642,0.170386,219.079000,1
643,1.305277,69.133000,1
644,0.463043,336.708000,1
645,3.405756,6.291000,0
646,0.563570,333.550000,1
647,0.166084,237.972000,1
648,1.330477,105.132000,1
649,0.171761,220.418000,1
650,0.409480,397.273000,1
651,0.155288,221.579000,1
652,0.388606,321.081000,1
653,2.967572,56.228000,0
654,0.170030,220.247000,1
655,0.833107,22.618000,1
656,0.320246,380.683000,1
657,0.181247,223.238000,1
658,0.335455,323.765000,1
659,1.963914,122.590000,1
660,1.627514,45.528000,0
661,0.310532,22.618000,1
662,0.163901,220.325000,1
663,0.438747,318.143000,1
664,0.170679,263.621000,1
665,1.230612,69.124000,1
666,1.749915,0.882000,0
667,0.428179,335.800000,1
668,0.174451,238.746000,1
669,1.243180,104.968000,1
670,0.377861,392.767000,1
671,0.172989,220.185000,1
672,1.549950,582.149000,1
673,0.359078,340.860000,1
674,0.157002,279.937000,1
675,2.463706,183.369000,0
676,0.188297,222.296000,1
677,0.391319,416.544000,1
678,3.967587,78.409000,0
679,0.161278,262.422000,1
680,0.387747,341.146000,1
681,1.850845,6.281000,0
682,1.097618,210.538000,1
683,0.589497,342.911000,1
684,0.164942,219.970000,1
685,0.381432,561.594000,1
686,1.077883,71.138000,1
687,0.330187,300.200000,1
688,4.025699,0.001000,1
689,0.340204,22.618000,1
690,0.453860,371.777000,1
691,0.326390,322.280000,1
692,1.324144,100.939000,1
693,0.326279,22.618000,1
694,1.882935,122.590000,1
695,1.021043,57.657000,1
696,1.771683,0.278000,0
697,0.759895,261.568000,1
698,0.304166,22.618000,1
699,0.338327,320.528000,1
700,0.250858,222.468000,1
701,1.186890,11.245000,1
702,2.746412,56.228000,1
703,0.343984,22.618000,1
704,0.354864,321.868000,1
705,3.188816,30.390000,0
706,1.291175,385.029000,1
707,3.940668,71.712000,1
708,0.434791,220.914000,1
709,0.322348,22.618000,1
710,1.011439,39.304000,1
711,0.318333,22.618000,1
712,1.800222,6.281000,0
713,0.532034,225.216000,1
714,1.578070,586.706000,1
715,0.270934,33.200000,1
716,7.051735,104.378000,0
717,0.992447,316.366000,1
718,0.382582,237.781000,1
719,0.996601,26.116000,1
720,0.488040,325.920000,1
721,1.470676,34.725000,1
722,0.988387,42.478000,1
723,2.101993,99.664000,1
724,0.459834,241.260000,1
725,5.934549,63.517000,1
726,2.210470,0.221000,0
727,0.596436,345.483000,1
728,2.095869,28.137000,1
729,0.487806,220.591000,1
730,2.170358,263.521000,1
731,1.038678,398.166000,1
732,1.063608,14.559000,1
733,0.271343,261.418000,1
734,4.291229,32.840000,0
735,1.020070,54.145000,1
736,0.250120,220.417000,1
737,1.582467,103.656000,1
738,2.151962,6.281000,0
739,0.907342,526.473000,1
740,0.958768,326.192000,1
741,0.501285,222.725000,1
742,1.006304,25.814000,1
743,3.117522,42.396000,0
744,3.813470,88.907000,0
745,1.125653,41.852000,1
746,1.724250,529.555000,1
747,0.626298,261.849000,1
748,0.704185,304.394000,1
749,0.879507,316.171000,1
750,0.423019,336.796000,1
751,2.842856,97.433000,1
752,2.141814,26.514000,1
753,0.500761,242.152000,1
754,2.158975,0.336000,0
755,0.912868,33.909000,1
756,0.587045,359.575000,1
757,2.887745,101.064000,0
758,1.683115,103.440000,1
759,0.961220,341.273000,1
760,1.574571,7.478000,1
761,0.576251,205.312000,1
762,0.682241,26.499000,1
763,4.041498,187.764000,1
764,1.364313,105.744000,1
765,2.488848,10.884000,1
766,0.283355,222.299000,1
767,0.285849,23.507000,1
768,6.264147,0.001000,1
769,0.642560,30.390000,0
770,0.978506,39.712000,1
771,0.616563,7.675000,1
772,0.377215,201.023000,1
773,0.665235,29.778000,1
774,1.921872,471.500000,1
775,0.491778,220.514000,1
776,0.790001,30.006000,1
777,2.767011,42.396000,0
778,1.534360,102.684000,1
779,1.199983,108.450000,0
780,0.777773,49.612000,1
781,0.918502,8.748000,1
783,0.416163,220.999000,1
782,1.641638,567.398000,1
784,1.812815,583.572000,1
785,0.316640,89.370000,1
786,2.398681,88.683000,1
787,1.123500,43.659000,1
788,0.733565,322.214000,1
789,0.939203,30.006000,1
790,0.581892,219.326000,1
791,0.601580,77.547000,1
792,1.052620,56.569000,1
793,2.485393,93.320000,1
794,0.513735,220.008000,1
795,1.147354,57.406000,1
797,1.248475,321.422000,1
798,1.275972,320.070000,1
796,1.934578,920.865000,0
799,1.466369,43.695000,1
800,0.275698,239.216000,1
801,0.259643,220.418000,1
802,0.783513,27.363000,1
803,0.574916,314.542000,1
804,0.336943,282.868000,1
805,6.682526,65.923000,1
806,1.768739,525.304000,1
807,0.735643,611.333000,1
808,0.270761,220.432000,1
809,0.998295,529.609000,1
810,0.642209,29.074000,1
811,2.520386,125.368000,1
812,1.184259,43.448000,1
813,0.321883,42.211000,1
814,1.952114,72.617000,1
815,0.818387,347.207000,1
816,3.625628,126.009000,0
817,3.942711,6.281000,0
820,0.488768,85.183000,1
818,0.596048,369.653000,1
819,0.872569,314.097000,1
821,2.136583,81.482000,1
822,0.317007,87.345000,1
824,0.902591,35.257000,1
823,0.358923,346.223000,1
825,0.640860,346.146000,1
826,0.522193,317.718000,1
827,0.314049,86.066000,1
828,0.316406,335.371000,1
829,1.262589,43.460000,1
830,1.376628,147.284000,1
831,0.392682,81.158000,1
832,0.674523,30.420000,1
833,1.209679,2.016000,0
834,0.849637,444.436000,1
835,0.750974,333.307000,1
836,0.301294,87.932000,1
837,1.128411,74.314000,1
838,0.589391,75.205000,1
839,0.318524,302.878000,1
840,0.291993,104.417000,1
841,0.723848,36.195000,1
842,1.149910,577.126000,1
843,8.003011,30.943000,0
844,2.041547,141.334000,1
845,0.454633,85.678000,1
846,1.255104,43.632000,1
847,0.318375,322.096000,1
848,0.694368,448.057000,1
849,0.262204,85.664000,1
851,0.952501,101.361000,1
850,1.053119,230.138000,1
852,0.653569,27.191000,1
853,0.431730,181.640000,1
854,0.191395,303.049000,1
855,0.329262,93.198000,1
856,5.674425,21.062000,1
857,0.180542,319.169000,1
858,1.197468,6.931000,1
859,3.011786,14.221000,1
860,0.166829,319.441000,1
861,0.627548,378.897000,1
862,0.650945,25.725000,1
863,0.360890,62.317000,1
864,0.187478,308.061000,1
865,1.059381,43.511000,1
866,0.481476,117.655000,1
867,0.215047,81.410000,1
868,4.998256,42.995000,1
869,0.329377,102.203000,1
870,1.145802,102.601000,1
871,1.349418,700.888000,1
872,0.622018,25.027000,1
873,0.828897,176.495000,1
874,0.421602,321.172000,1
875,0.504569,115.524000,1
876,1.319072,120.302000,1
877,0.713746,84.786000,1
878,1.368067,70.744000,1
879,1.034867,43.494000,1
880,1.808191,157.572000,1
881,0.380632,340.287000,1
882,1.222582,455.119000,1
883,0.582945,320.673000,1
884,0.393240,97.152000,1
885,0.742418,38.496000,1
886,6.862017,39.907000,1
887,1.235015,42.086000,1
888,5.600400,59.885000,1
889,0.586153,324.215000,1
890,1.464950,98.409000,1
891,0.946571,6.756000,1
892,0.590995,108.381000,1
894,7.773988,227.892000,1
893,0.670619,334.268000,1
895,1.002758,94.816000,1
896,0.726164,404.178000,1
897,0.665027,31.840000,1
898,0.633460,33.426000,1
899,0.361485,301.352000,1
900,0.344867,85.619000,1
901,0.707459,42.844000,1
902,1.249685,43.320000,1
903,0.701399,327.004000,1
904,0.678358,250.856000,1
905,0.487918,85.709000,1
906,0.798389,26.628000,1
907,0.993115,6.775000,1
908,0.838027,39.183000,1
909,0.763970,317.232000,1
910,36.321907,178.431000,1
911,4.707494,326.106000,0
912,0.468222,325.051000,1
913,0.388780,85.603000,1
914,0.138511,169.201000,1
915,1.260893,103.034000,1
916,0.884684,42.700000,1
917,0.139588,176.347000,1
918,0.997636,42.996000,1
919,2.177870,178.880000,1
920,0.459139,320.476000,1
921,0.150356,175.558000,1
922,2.407979,73.495000,1
923,0.650760,29.147000,1
924,0.376846,85.610000,1
925,0.643759,40.177000,1
926,0.482155,336.056000,1
927,0.152549,176.650000,1
928,0.714952,8.314000,1
930,0.258833,73.496000,1
929,1.701949,318.482000,1
931,0.148478,176.427000,1
932,0.336243,322.244000,1
933,0.315483,85.614000,1
934,7.187082,93.810000,0
935,0.141330,175.757000,1
936,0.324025,323.978000,1
937,0.826573,44.060000,1
938,0.160800,177.331000,1
939,0.423242,133.083000,1
940,0.140983,175.558000,1
941,0.383104,85.719000,1
942,3.440923,125.367000,0
943,0.538535,301.700000,1
944,2.391541,81.142000,1
945,0.151102,174.449000,1
946,0.646339,431.663000,1
947,0.486317,328.437000,1
948,0.260376,73.477000,1
949,1.315024,104.114000,1
950,1.119323,56.402000,1
951,0.149626,174.465000,1
952,0.311845,85.632000,1
953,0.162466,70.523000,1
954,0.152089,175.842000,1
955,0.664774,43.672000,1
956,1.087344,64.543000,1
957,0.333227,342.208000,1
958,18.278276,83.492000,1
959,0.208350,69.079000,1
960,0.138120,175.130000,1
961,0.193442,77.990000,1
962,0.150589,176.359000,1
963,0.256080,74.175000,1
964,0.166174,175.892000,1
965,0.472430,344.768000,1
966,0.285341,79.219000,1
967,0.157497,174.100000,1
968,0.607831,42.679000,1
969,0.330851,87.768000,1
970,0.156598,171.111000,1
971,2.000214,36.195000,1
972,1.944205,241.035000,0
973,2.197569,157.059000,1
974,0.352645,72.342000,1
975,0.164193,176.431000,1
976,2.592459,664.131000,0
977,0.954016,6.906000,1
978,0.312278,71.145000,1
979,1.230374,57.647000,1
980,0.270316,0.061000,1
981,0.141381,177.196000,1
982,1.531805,526.557000,1
983,1.380945,75.493000,1
984,0.663926,317.948000,1
985,0.145190,175.358000,1
986,1.465221,167.417000,1
987,1.650020,524.810000,1
988,0.151762,175.839000,1
989,0.900397,43.306000,1
990,0.151553,176.692000,1
992,0.144788,174.993000,1
991,0.456117,344.484000,1
993,0.374373,106.633000,1
994,2.048094,103.366000,1
995,0.544041,317.471000,1
996,0.770825,10.400000,1
997,0.575070,323.850000,1
