id,time,size,level
639,0.834328,98.531000,1
640,1.606356,122.590000,1
641,0.889328,14.114000,1
642,1.694461,122.590000,1
643,1.140543,178.550000,1
644,0.927294,326.557000,1
645,0.631334,81.491000,1
646,0.482500,308.680000,1
647,1.118886,185.266000,1
648,1.688031,122.590000,1
649,0.603610,337.137000,1
650,0.826724,14.114000,1
651,1.092568,54.227000,1
652,0.576767,339.118000,1
653,1.300814,122.590000,1
654,1.362082,573.456000,1
655,0.930363,326.512000,1
656,1.613440,60.092000,1
657,0.895045,88.555000,1
658,6.408264,59.885000,1
659,1.203540,179.796000,1
660,0.612233,410.977000,1
661,0.536368,340.168000,1
662,2.953708,519.930000,1
663,1.039944,14.114000,1
664,1.207796,183.209000,1
665,0.428370,346.584000,1
666,1.050848,122.590000,1
667,1.190345,582.448000,1
668,0.433077,341.977000,1
669,1.138073,86.790000,1
670,0.875916,100.908000,1
671,0.284738,343.340000,1
672,1.190708,583.554000,1
673,0.405721,316.480000,1
674,0.408830,320.574000,1
675,1.078181,177.672000,1
676,0.771490,285.593000,1
677,0.707006,14.114000,1
678,0.273764,372.206000,1
679,0.287528,321.311000,1
680,0.659054,146.674000,1
681,0.419600,320.139000,1
682,0.392314,335.086000,1
683,0.268181,325.598000,1
684,0.154427,69.735000,1
685,1.034065,184.227000,1
686,1.756235,59.097000,1
687,2.195213,122.590000,1
688,1.058021,122.590000,1
689,0.157005,75.357000,1
690,0.241066,326.840000,1
691,0.303985,323.780000,1
692,0.405815,303.379000,1
693,0.156153,73.980000,1
694,0.729772,129.337000,1
695,0.229264,304.276000,1
696,1.312641,141.892000,1
697,0.166074,153.891000,1
698,0.930980,178.586000,1
699,0.319249,320.007000,1
700,0.962409,14.114000,1
701,0.967341,586.706000,1
703,0.159899,124.194000,1
702,0.203417,302.199000,1
704,0.241694,361.137000,1
705,0.179739,125.021000,1
706,0.778318,122.590000,1
707,0.272344,326.349000,1
708,0.896313,182.127000,1
709,0.646296,267.781000,1
710,5.514295,0.001000,1
711,0.805179,566.784000,1
712,0.512019,14.114000,1
713,0.222188,345.912000,1
714,1.220130,122.590000,1
715,1.398457,69.348000,1
716,0.931034,179.315000,1
717,0.286493,324.020000,1
718,0.325018,319.472000,1
719,0.791010,515.840000,1
720,0.543144,432.249000,1
721,0.409711,14.114000,1
723,1.138465,86.097000,1
722,0.806954,582.748000,1
724,0.722918,122.590000,1
725,0.821424,438.232000,1
726,0.262587,318.159000,1
727,0.259134,318.847000,1
728,0.291940,351.697000,1
729,0.849194,184.149000,1
730,0.222335,318.163000,1
731,0.202020,318.797000,1
732,0.339953,14.114000,1
733,0.217771,339.333000,1
734,0.219150,359.871000,1
735,0.552823,112.221000,1
736,0.217640,299.358000,1
737,0.573990,122.590000,1
738,0.330059,14.114000,1
739,1.007731,122.590000,1
740,0.228354,280.243000,1
741,0.662651,566.596000,1
742,0.691776,529.737000,1
743,1.104794,178.513000,1
744,0.765508,185.521000,1
745,0.229944,600.741000,1
746,1.293222,87.656000,1
747,1.131956,84.517000,1
748,9.115086,69.426000,1
749,0.224548,321.906000,1
750,0.204164,263.990000,1
751,0.824134,529.609000,1
752,0.706924,110.054000,1
753,0.860563,567.511000,1
754,0.603742,14.114000,1
755,0.236157,324.652000,1
756,0.863750,122.590000,1
757,0.393729,370.083000,1
758,0.414016,329.418000,1
759,0.645387,179.653000,0
760,0.805712,529.555000,1
761,0.219445,318.835000,1
762,0.404357,337.369000,1
763,0.782867,182.922000,1
764,0.813794,179.310000,1
765,0.588168,360.910000,1
766,0.198032,396.725000,1
767,0.183985,160.594000,1
768,0.192836,317.765000,1
769,0.214152,337.225000,1
770,0.240798,324.362000,1
771,6.633507,174.631000,1
772,5.158092,59.885000,1
773,2.453631,0.001000,1
774,0.165978,335.051000,1
775,0.231400,360.004000,1
776,0.271360,321.863000,1
777,0.306051,289.487000,1
778,0.247931,343.465000,1
779,0.991471,59.182000,1
780,0.164660,315.428000,1
781,0.444628,245.157000,1
782,0.212161,321.851000,1
783,0.160076,304.543000,1
784,0.868774,122.590000,1
785,0.201698,312.302000,1
786,0.203751,370.082000,1
787,0.198354,342.981000,1
788,0.169063,277.816000,1
789,1.484441,73.649000,1
790,0.938424,183.400000,1
791,0.184178,346.652000,1
792,0.591437,368.900000,1
793,0.192867,321.167000,1
794,1.027414,178.522000,1
795,0.215432,487.685000,1
796,0.736753,55.352000,1
797,0.189448,335.800000,1
798,18.453881,83.492000,1
799,1.790235,180.999000,0
800,0.188565,261.124000,1
801,0.715213,122.590000,1
802,1.003185,570.182000,1
803,0.156391,77.990000,1
804,1.474808,71.607000,1
805,0.175036,278.437000,1
806,1.131452,306.695000,1
807,8.627756,268.661000,1
808,0.169548,74.175000,1
809,0.241449,313.574000,1
810,8.679714,268.661000,1
811,0.678601,40.996000,1
813,1.485346,180.035000,1
812,0.675825,576.093000,1
814,0.186580,748.225000,1
815,0.763601,183.585000,1
816,0.232910,341.555000,1
817,0.160128,79.219000,1
818,0.340060,71.612000,1
819,0.785666,180.003000,1
820,0.192492,298.150000,1
821,0.273571,340.007000,1
822,0.242474,303.186000,1
823,0.141177,72.342000,1
824,0.752942,85.006000,1
825,0.243830,316.435000,1
826,0.220250,334.070000,1
827,0.817356,577.126000,1
828,0.166371,327.477000,1
829,0.176389,71.145000,1
830,0.736487,122.590000,1
831,0.225087,315.678000,1
832,0.194243,302.979000,1
833,0.418608,71.616000,1
834,0.167572,334.850000,1
835,0.210543,94.609000,1
836,0.229850,317.302000,1
837,0.207110,323.827000,1
838,0.168756,266.742000,1
839,1.550298,90.209000,1
840,0.188573,73.477000,1
841,0.193996,318.000000,1
842,0.551908,322.525000,1
843,0.178476,283.597000,1
844,0.209029,342.344000,1
845,0.714594,100.293000,1
846,0.201860,70.804000,1
847,0.594364,262.086000,1
848,0.866626,178.929000,1
849,0.241018,315.870000,1
850,0.239544,320.999000,1
851,1.145930,182.828000,1
852,1.001491,89.549000,1
853,1.010040,327.356000,1
854,0.248697,73.495000,1
855,0.766431,71.615000,1
856,0.221677,323.989000,1
857,0.209194,315.793000,1
858,0.150980,73.496000,1
859,0.283833,337.841000,1
860,0.214176,322.876000,1
861,0.204802,320.034000,1
862,0.205704,133.083000,1
863,0.201992,335.977000,1
864,0.216199,322.403000,1
865,0.313326,341.724000,1
867,0.254592,70.523000,1
866,0.989803,700.888000,1
868,0.574899,71.616000,1
869,1.912958,174.632000,1
870,0.827392,182.842000,1
871,0.213373,323.697000,1
872,0.219418,69.079000,1
873,0.226203,321.601000,1
874,0.248610,340.845000,1
875,1.088339,178.892000,1
876,0.926374,74.541000,1
877,1.252961,607.188000,1
878,1.444294,72.568000,1
879,1.253134,122.590000,1
880,0.190276,87.768000,1
881,3.760464,0.001000,1
882,0.214887,340.716000,1
883,0.226550,341.477000,1
884,0.672765,71.595000,1
885,0.244131,334.697000,1
886,0.313742,78.148000,1
887,0.266028,321.611000,1
888,0.427239,605.913000,1
889,0.471050,240.531000,1
890,0.162814,83.181000,1
891,0.203468,327.433000,1
892,0.229086,340.099000,1
893,0.281130,608.045000,1
894,0.908166,567.165000,1
895,0.179344,325.480000,1
896,0.969253,161.471000,1
897,0.479903,71.616000,1
898,0.237685,340.654000,1
899,1.349763,527.663000,1
900,1.002787,179.625000,1
901,0.184627,336.485000,1
902,0.229333,342.322000,1
903,0.312084,586.202000,1
904,1.105058,61.322000,1
905,0.239614,321.691000,1
906,0.203248,324.407000,1
907,1.221792,5.049000,1
908,0.209086,318.914000,1
909,0.339162,71.595000,1
910,0.263048,105.568000,1
911,2.590290,297.171000,1
912,0.220655,322.593000,1
913,0.201124,328.866000,1
914,0.203316,321.680000,1
915,0.167078,272.989000,1
916,0.944070,122.590000,1
918,0.207543,347.577000,1
917,0.191890,342.637000,1
919,0.404778,71.616000,1
920,0.211059,338.106000,1
921,1.135871,72.666000,1
922,0.227692,263.839000,1
923,0.444254,586.686000,1
924,0.820567,180.100000,1
925,0.177527,345.197000,1
926,0.204997,340.209000,1
927,0.871594,525.865000,1
928,0.145647,70.686000,1
929,0.222378,343.193000,1
930,0.197462,338.315000,1
931,0.228665,318.377000,1
932,0.438679,71.619000,1
933,0.205777,69.330000,1
934,0.257632,323.109000,1
935,0.170281,334.846000,1
936,0.367581,619.737000,1
937,0.973672,78.998000,1
938,5.854638,59.885000,1
939,0.195424,344.913000,1
940,0.181136,78.020000,1
941,0.193910,336.374000,1
942,0.181679,427.071000,1
943,0.561870,374.758000,1
944,1.271504,79.420000,1
945,0.184531,350.138000,1
946,0.947219,122.590000,1
947,0.196124,73.840000,1
948,0.338524,608.638000,1
949,0.199030,318.983000,1
950,0.172154,303.523000,1
951,0.172200,344.142000,1
952,0.592488,71.612000,1
953,0.165576,257.614000,1
955,0.229921,78.126000,1
956,0.208239,0.258000,1
954,0.200285,360.227000,1
957,0.167244,323.577000,1
958,0.414734,292.758000,1
959,0.166792,258.129000,1
960,0.182516,328.614000,1
961,0.203395,69.345000,1
962,0.206373,145.542000,1
963,0.152391,325.598000,1
964,1.138482,178.857000,1
965,0.183230,262.998000,1
966,0.156910,70.091000,1
967,0.625749,245.471000,1
968,0.191903,336.299000,1
969,0.233513,338.832000,1
970,0.264285,567.512000,1
971,0.164637,273.851000,1
972,0.199881,315.652000,1
973,0.212599,341.354000,1
974,1.189095,83.473000,1
975,0.189966,378.666000,1
976,0.788379,71.611000,1
977,0.163401,373.716000,1
978,0.358488,129.023000,1
979,0.197602,342.138000,1
980,0.153465,339.245000,1
981,1.802198,529.165000,1
983,1.336572,61.652000,1
982,0.201135,281.286000,1
984,0.338167,575.826000,1
985,0.146639,305.259000,1
986,1.028731,178.022000,1
987,0.174177,315.066000,1
988,0.694212,71.616000,1
989,1.226051,72.968000,1
990,0.206738,258.991000,1
991,0.437510,201.157000,1
992,0.949297,80.864000,1
993,0.186204,278.263000,1
994,0.215794,77.056000,1
995,0.846876,301.883000,1
996,1.790522,490.091000,1
997,0.295429,153.260000,1
